Reaction,LB,UB,c,EQUATION,subSystem,GeneRule,RXNname
HMR_6685,0,1000,0,5;6-epoxy-13-cis-retinoate[c] + UDP-glucuronate[c] => rac-5;6-epoxy-retinoyl-beta-D-glucuronide[c] + UDP[c],Retinol metabolism,ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000240224 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000243135 or ENSG00000244122 or ENSG00000244474,
HMR_6686,0,1000,0,5;6-epoxy-13-cis-retinoate[r] + UDP-glucuronate[r] => rac-5;6-epoxy-retinoyl-beta-D-glucuronide[r] + UDP[r],Retinol metabolism,ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000240224 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000243135 or ENSG00000244122 or ENSG00000244474,
HMR_6687,0,1000,0,13-cis-retinoate[c] + H+[c] + NADPH[c] + O2[c] => 5;8-epoxy-13-cis-retinoate[c] + H2O[c] + NADP+[c],Retinol metabolism,ENSG00000003137,
HMR_6690,-1000,1000,0,APE[c] + H+[c] + H2O[c] <=> PE-LD pool[c] + retinal[c],Retinol metabolism,,
HMR_6691,-1000,1000,0,A2PE-H2[c] + H2O[c] <=> APE[c] + H+[c] + retinal[c],Retinol metabolism,,
HMR_6692,-1000,1000,0,A2PE-H2[c] + FAD[c] <=> A2PE[c] + FADH2[c],Retinol metabolism,,
HMR_6693,-1000,1000,0,A2PE[c] + H2O[c] <=> H+[c] + N-retinylidene-N-retinylethanolamine[c] + phosphatidate-LD-PE pool[c],Retinol metabolism,,
HMR_6694,-1000,1000,0,N-retinylidene-N-retinylethanolamine[c] <=> iso-A2E(13-cis)[c],Retinol metabolism,,
HMR_6695,-1000,1000,0,N-retinylidene-N-retinylethanolamine[c] <=> iso-A2E(11-cis)[c],Retinol metabolism,,
HMR_6697,-1000,1000,0,N-retinylidene-N-retinylethanolamine[c] <=> iso-A2E(9-cis)[c],Retinol metabolism,,
HMR_6699,-1000,1000,0,N-retinylidene-N-retinylethanolamine[c] <=> iso-A2E(9;13-di-cis)[c],Retinol metabolism,,
HMR_6700,0,1000,0,H+[c] + NADPH[c] + O2[c] + retinoate[c] => 4-hydroxy-all-trans-retinoate[c] + H2O[c] + NADP+[c],Retinol metabolism,ENSG00000095596,
HMR_6701,0,1000,0,H+[r] + NADPH[r] + O2[r] + retinoate[r] => 4-hydroxy-all-trans-retinoate[r] + H2O[r] + NADP+[r],Retinol metabolism,ENSG00000095596,
HMR_6702,0,1000,0,4-hydroxy-all-trans-retinoate[c] + H+[c] + NADPH[c] + O2[c] => 4-oxo-all-trans-retinoate[c] + 2 H2O[c] + NADP+[c],Retinol metabolism,ENSG00000003137,
HMR_6703,0,1000,0,4-hydroxy-all-trans-retinoate[r] + H+[r] + NADPH[r] + O2[r] => 4-oxo-all-trans-retinoate[r] + 2 H2O[r] + NADP+[r],Retinol metabolism,ENSG00000003137,
HMR_6704,0,1000,0,4-hydroxy-all-trans-retinoate[c] + UDP-glucuronate[c] => H+[c] + rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate[c] + UDP[c],Retinol metabolism,ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000240224 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000243135 or ENSG00000244122 or ENSG00000244474,
HMR_6705,0,1000,0,4-hydroxy-all-trans-retinoate[r] + UDP-glucuronate[r] => H+[r] + rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate[r] + UDP[r],Retinol metabolism,ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000240224 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000243135 or ENSG00000244122 or ENSG00000244474,
HMR_8697,0,1000,0,beta-carotene[c] + O2[c] => 2 retinal[c],Retinol metabolism,ENSG00000135697,
HMR_8698,-1000,1000,0,2 H+[c] + NADPH[c] + retinoate[c] <=> H2O[c] + NADP+[c] + retinal[c],Retinol metabolism,,
HMR_8699,-1000,1000,0,13-cis-retinal[c] + H2O[c] + NADP+[c] <=> 13-cis-retinoate[c] + 2 H+[c] + NADPH[c],Retinol metabolism,,
HMR_8700,0,1000,0,H+[c] + NADPH[c] + O2[c] + retinoate[c] => 4-hydroxyretinoic acid[c] + H2O[c] + NADP+[c],Retinol metabolism,ENSG00000134716 or ENSG00000138109 or ENSG00000138115,
HMR_8702,-1000,1000,0,9-cis-retinal[c] <=> retinal[c],Retinol metabolism,,
HMR_8703,0,1000,0,O2[c] + 2 retinoate[c] => 2 4-oxo-13-cis-retinoate[c],Retinol metabolism,,
HMR_8704,-1000,1000,0,13-cis-oxo-retinoate[c] <=> 4-oxo-13-cis-retinoate[c],Retinol metabolism,,
HMR_8706,0,1000,0,2 13-cis-retinoate[c] + O2[c] => 2 13-cis-oxo-retinoate[c],Retinol metabolism,,
HMR_8709,-1000,1000,0,11-cis-retinal[c] + H+[c] + NADPH[c] <=> 11-cis-retinol[c] + NADP+[c],Retinol metabolism,ENSG00000025423 or ENSG00000135437 or ENSG00000139547 or ENSG00000140522 or ENSG00000157326 or ENSG00000170786 or ENSG00000187630 or ENSG00000265203,
HMR_8710,-1000,1000,0,13-cis-retinal[c] + H+[c] + NADH[c] <=> 13-cis-retinol[c] + NAD+[c],Retinol metabolism,ENSG00000135437,
HMR_8711,-1000,1000,0,11-cis-retinol[c] <=> retinol[c],Retinol metabolism,,
HMR_8712,0,1000,0,ATP[c] + CoA[c] + retinoate[c] => AMP[c] + PPi[c] + retinoyl-CoA[c],Retinol metabolism,,
HMR_8713,0,1000,0,retinoate[r] + UDP-glucuronate[r] => retinoyl-glucuronide[r] + UDP[r],Retinol metabolism,ENSG00000241635 or ENSG00000242366 or ENSG00000242515,
HMR_8717,0,1000,0,13-cis-retinoate[r] + UDP-glucuronate[r] => 13-cis-retinoyl-glucuronide[r] + UDP[r],Retinol metabolism,ENSG00000241635 or ENSG00000242366 or ENSG00000242515,
HMR_6506,0,1000,0,ATP[c] + riboflavin[c] => ADP[c] + FMN[c] + H+[c],Riboflavin metabolism,ENSG00000135002,
HMR_6507,0,1000,0,FMN[c] + H2O[c] => Pi[c] + riboflavin[c],Riboflavin metabolism,ENSG00000014257 or ENSG00000102575 or ENSG00000142513 or ENSG00000143727 or ENSG00000155893 or ENSG00000162836 or ENSG00000183760,
HMR_6508,0,1000,0,ATP[c] + FMN[c] + H+[c] => FAD[c] + PPi[c],Riboflavin metabolism,ENSG00000160688 or ENSG00000163352,
HMR_6509,0,1000,0,FAD[c] + H2O[c] => AMP[c] + FMN[c] + 2 H+[c],Riboflavin metabolism,ENSG00000154269 or ENSG00000197594,
HMR_6510,0,1000,0,FAD[c] + H+[c] + NADH[c] => FADH2[c] + NAD+[c],Riboflavin metabolism,,
HMR_6511,0,1000,0,FAD[c] + H+[c] + NADPH[c] => FADH2[c] + NADP+[c],Riboflavin metabolism,ENSG00000090013,
HMR_4537,0,1000,0,O2[c] + tetrahydrobiopterin[c] + tryptophan[c] => 4alpha-hydroxytetrahydrobiopterin[c] + 5-hydroxy-L-tryptophan[c],Serotonin and melatonin biosynthesis,ENSG00000129167 or ENSG00000139287,
HMR_4545,0,1000,0,5-hydroxy-L-tryptophan[c] + H+[c] => CO2[c] + serotonin[c],Serotonin and melatonin biosynthesis,ENSG00000132437,
HMR_4546,0,1000,0,acetyl-CoA[c] + serotonin[c] => CoA[c] + H+[c] + N-acetyl-serotonin[c],Serotonin and melatonin biosynthesis,ENSG00000129673,
HMR_4547,0,1000,0,N-acetyl-serotonin[c] + SAM[c] => H+[c] + melatonin[c] + SAH[c],Serotonin and melatonin biosynthesis,ENSG00000196433,
HMR_4548,-1000,1000,0,6-hydroxymelatonin[c] + H+[c] <=> hydroxide[c] + melatonin[c],Serotonin and melatonin biosynthesis,ENSG00000138061 or ENSG00000140465 or ENSG00000140505,
HMR_4549,-1000,1000,0,6-hydroxymelatonin-sulfate[c] + H+[c] <=> 6-hydroxymelatonin[c] + sulfite[c],Serotonin and melatonin biosynthesis,ENSG00000070614 or ENSG00000111962 or ENSG00000115526 or ENSG00000124302 or ENSG00000130540 or ENSG00000135702 or ENSG00000136720 or ENSG00000138653 or ENSG00000140835 or ENSG00000147119 or ENSG00000153936 or ENSG00000154080 or ENSG00000154252 or ENSG00000164100 or ENSG00000166507 or ENSG00000171004 or ENSG00000173597 or ENSG00000175040 or ENSG00000175229 or ENSG00000183196 or ENSG00000185352 or ENSG00000197093 or ENSG00000198075 or ENSG00000198203 or ENSG00000261052 or ENSG00000272916,
HMR_4550,0,1000,0,melatonin[c] + O2[c] => formyl-N-acetyl-5-methoxykynurenamine[c],Serotonin and melatonin biosynthesis,ENSG00000131203 or ENSG00000188676,
HMR_4551,0,1000,0,2 formyl-N-acetyl-5-methoxykynurenamine[c] + H2O2[c] => CO2[c] + formate[c] + H+[c] + 2 N-acetyl-5-methoxykynuramine[c],Serotonin and melatonin biosynthesis,,
HMR_4552,-1000,1000,0,hydroxide[c] + melatonin[c] <=> melatonin radical[c],Serotonin and melatonin biosynthesis,,
HMR_4553,-1000,1000,0,cyclic-3-hydroxymelatonin[c] + H2O[c] <=> hydroxide[c] + melatonin radical[c],Serotonin and melatonin biosynthesis,,
HMR_4554,-1000,1000,0,6-hydroxy-1;2;3;4-tetrahydro-beta-carboline[c] + H2O[c] <=> formaldehyde[c] + serotonin[c],Serotonin and melatonin biosynthesis,,
HMR_4555,0,1000,0,SAM[c] + serotonin[c] => H+[c] + N-methylserotonin[c] + SAH[c],Serotonin and melatonin biosynthesis,ENSG00000241644,
HMR_4556,-1000,1000,0,N-methylserotonin[c] + SAM[c] <=> bufotenine[c] + 2 H+[c] + SAH[c],Serotonin and melatonin biosynthesis,ENSG00000241644,
HMR_4557,0,1000,0,O2[c] + serotonin[c] => formyl-5-hydroxykynurenamine[c],Serotonin and melatonin biosynthesis,ENSG00000131203 or ENSG00000188676,
HMR_4558,0,1000,0,H2O[c] + O2[c] + serotonin[c] => 5-hydroxyindoleacetaldehyde[c] + H+[c] + H2O2[c] + NH3[c],Serotonin and melatonin biosynthesis,ENSG00000069535 or ENSG00000189221,
HMR_4559,0,1000,0,5-hydroxyindoleacetaldehyde[c] + H2O[c] + NAD+[c] => 5-hydroxyindoleacetate[c] + 2 H+[c] + NADH[c],Serotonin and melatonin biosynthesis,ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904,
HMR_4560,0,1000,0,5-hydroxyindoleacetaldehyde[c] + H2O[c] + O2[c] => 5-hydroxyindoleacetate[c] + H+[c] + H2O2[c],Serotonin and melatonin biosynthesis,ENSG00000138356,
HMR_4561,-1000,1000,0,5-hydroxyindoleacetaldehyde[c] + H+[c] + NADPH[c] <=> 5-hydroxytryptophol[c] + NADP+[c],Serotonin and melatonin biosynthesis,ENSG00000147576 or ENSG00000172955 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144,
HMR_4563,0,1000,0,5-hydroxytryptophol[c] + SAM[c] => 5-methoxytryptophol[c] + H+[c] + SAH[c],Serotonin and melatonin biosynthesis,ENSG00000093010 or ENSG00000184154 or ENSG00000284844,
HMR_4564,0,1000,0,5-hydroxyindoleacetate[c] + SAM[c] => 5-methoxyindoleacetate[c] + H+[c] + SAH[c],Serotonin and melatonin biosynthesis,ENSG00000196433,
HMR_4204,0,1000,0,ATP[c] + thiamin[c] => AMP[c] + H+[c] + thiamin-PP[c],Thiamine metabolism,ENSG00000196511,
HMR_4206,0,1000,0,ATP[c] + thiamin-PP[c] => ADP[c] + thiamin-PPP[c],Thiamine metabolism,ENSG00000196511,
HMR_4207,0,1000,0,H2O[c] + thiamin-PPP[c] => H+[c] + Pi[c] + thiamin-PP[c],Thiamine metabolism,ENSG00000259431,
HMR_4208,0,1000,0,H2O[c] + thiamin-PP[c] => H+[c] + Pi[c] + thiamin-P[c],Thiamine metabolism,ENSG00000135778,
HMR_8744,0,1000,0,H2O[m] + thiamin-PP[m] => H+[m] + Pi[m] + thiamin-P[m],Thiamine metabolism,ENSG00000135778,
HMR_8746,0,1000,0,H+[c] + pyruvate[c] + thiamin-PP[c] => 2-(alpha-hydroxyethyl)thiamine-diphosphate[c] + CO2[c],Thiamine metabolism,(ENSG00000131828 and ENSG00000168291) or (ENSG00000163114 and ENSG00000168291),
HMR_8748,0,1000,0,H2O[c] + thiamin-P[c] => Pi[c] + thiamin[c],Thiamine metabolism,,
HMR_8613,0,1000,0,2 aquacob(III)alamin[c] + NADH[c] => 2 cob(II)alamin[c] + H+[c] + 2 H2O[c] + NAD+[c],Vitamin B12 metabolism,,
HMR_8615,-1000,1000,0,cob(II)alamin[m] + NADH[m] <=> cob(I)alamin[m] + H+[m] + NAD+[m],Vitamin B12 metabolism,ENSG00000139428 or ENSG00000151611,
HMR_8616,-1000,1000,0,ATP[m] + cob(I)alamin[m] + H+[m] <=> cobamide-coenzyme[m] + triphosphate[m],Vitamin B12 metabolism,ENSG00000139428 or ENSG00000151611,
HMR_4064,0,1000,0,H2O[c] + pyridoxal-phosphate[c] => Pi[c] + pyridoxal[c],Vitamin B6 metabolism,ENSG00000100092 or ENSG00000100101 or ENSG00000144362 or ENSG00000213160 or ENSG00000241360,
HMR_4065,0,1000,0,ATP[c] + pyridoxal[c] => ADP[c] + H+[c] + pyridoxal-phosphate[c],Vitamin B6 metabolism,ENSG00000160209,
HMR_4066,0,1000,0,ATP[c] + pyridoxine[c] => ADP[c] + H+[c] + pyridoxine-phosphate[c],Vitamin B6 metabolism,ENSG00000160209,
HMR_4067,0,1000,0,O2[c] + pyridoxine-phosphate[c] => H2O2[c] + pyridoxal-phosphate[c],Vitamin B6 metabolism,ENSG00000108439,
HMR_4068,0,1000,0,ATP[c] + pyridoxamine[c] => ADP[c] + H+[c] + pyridoxamine-phosphate[c],Vitamin B6 metabolism,ENSG00000160209,
HMR_4069,0,1000,0,H2O[c] + O2[c] + pyridoxamine-phosphate[c] => H+[c] + H2O2[c] + NH3[c] + pyridoxal-phosphate[c],Vitamin B6 metabolism,ENSG00000108439,
HMR_4070,0,1000,0,H2O[c] + O2[c] + pyridoxamine[c] => H+[c] + H2O2[c] + NH3[c] + pyridoxal[c],Vitamin B6 metabolism,ENSG00000108439,
HMR_4071,-1000,1000,0,H2O2[c] + pyridoxal[c] <=> O2[c] + pyridoxine[c],Vitamin B6 metabolism,ENSG00000108439,
HMR_8102,0,1000,0,H2O[c] + O2[c] + pyridoxal[c] => 4-pyridoxate[c] + H2O2[c],Vitamin B6 metabolism,ENSG00000138356,
HMR_8724,0,1000,0,H2O[c] + pyridoxamine-phosphate[c] => Pi[c] + pyridoxamine[c],Vitamin B6 metabolism,ENSG00000144362 or ENSG00000241360,
HMR_8725,0,1000,0,H2O[c] + pyridoxine-phosphate[c] => Pi[c] + pyridoxine[c],Vitamin B6 metabolism,ENSG00000144362 or ENSG00000241360,
HMR_2114,0,1000,0,provitamin D3[c] => vitamin D3[c],Vitamin D metabolism,,
HMR_2115,0,1000,0,H+[c] + NADPH[c] + O2[c] + vitamin D3[c] => calcidiol[c] + H2O[c] + NADP+[c],Vitamin D metabolism,ENSG00000186104,
HMR_2117,0,1000,0,H+[m] + NADPH[m] + O2[m] + vitamin D3[m] => calcidiol[m] + H2O[m] + NADP+[m],Vitamin D metabolism,ENSG00000130649 or ENSG00000135929,
HMR_2118,0,1000,0,calcidiol[c] + H+[c] + NADPH[c] + O2[c] => calcitriol[c] + H2O[c] + NADP+[c],Vitamin D metabolism,ENSG00000081479 and ENSG00000107611 and ENSG00000111012 and ENSG00000145321,
HMR_2129,0,1000,0,calcidiol[c] + H+[c] + NADPH[c] + O2[c] => 23s;25-dihydroxyvitamin D3[c] + H2O[c] + NADP+[c],Vitamin D metabolism,ENSG00000119723 or ENSG00000130649 or ENSG00000145476,
HMR_2130,-1000,1000,0,23s;25-dihydroxyvitamin D3[m] + H2O[m] + NADP+[m] <=> calcidiol[m] + H+[m] + NADPH[m] + O2[m],Vitamin D metabolism,ENSG00000119723 or ENSG00000130649 or ENSG00000145476,
HMR_2131,0,1000,0,23s;25-dihydroxyvitamin D3[c] + H+[c] + NADH[c] + O2[c] => 23S;25;26-trihydroxyvitamin D3[c] + H2O[c] + NAD+[c],Vitamin D metabolism,ENSG00000119723 or ENSG00000130649 or ENSG00000145476,
HMR_2132,0,1000,0,23s;25-dihydroxyvitamin D3[m] + H+[m] + NADH[m] + O2[m] => 23S;25;26-trihydroxyvitamin D3[m] + H2O[m] + NAD+[m],Vitamin D metabolism,ENSG00000119723 or ENSG00000130649 or ENSG00000145476,
HMR_2133,0,1000,0,23S;25;26-trihydroxyvitamin D3[c] + O2[c] => 25-hydroxyvitamin D3-26;23-lactol[c] + H2O2[c],Vitamin D metabolism,ENSG00000119723 or ENSG00000130649 or ENSG00000145476,
HMR_2134,0,1000,0,23S;25;26-trihydroxyvitamin D3[m] + O2[m] => 25-hydroxyvitamin D3-26;23-lactol[m] + H2O2[m],Vitamin D metabolism,ENSG00000119723 or ENSG00000130649 or ENSG00000145476,
HMR_2135,0,1000,0,25-hydroxyvitamin D3-26;23-lactol[c] + O2[c] => 25-hydroxyvitamin D3-26;23-lactone[c] + H2O2[c],Vitamin D metabolism,ENSG00000119723 or ENSG00000130649 or ENSG00000145476,
HMR_2136,0,1000,0,25-hydroxyvitamin D3-26;23-lactol[m] + O2[m] => 25-hydroxyvitamin D3-26;23-lactone[m] + H2O2[m],Vitamin D metabolism,ENSG00000119723 or ENSG00000130649 or ENSG00000145476,
HMR_2137,0,1000,0,calcidiol[c] + H+[c] + NADPH[c] + O2[c] => (24R)-24;25-dihydroxycalciol[c] + H2O[c] + NADP+[c],Vitamin D metabolism,ENSG00000019186,
HMR_2138,0,1000,0,calcidiol[m] + H+[m] + NADPH[m] + O2[m] => (24R)-24;25-dihydroxycalciol[m] + H2O[m] + NADP+[m],Vitamin D metabolism,ENSG00000019186,
HMR_2139,0,1000,0,(24R)-24;25-dihydroxycalciol[c] + H+[c] + NADH[c] + O2[c] => calcitetrol[c] + H2O[c] + NAD+[c],Vitamin D metabolism,ENSG00000019186,
HMR_2140,0,1000,0,(24R)-24;25-dihydroxycalciol[m] + H+[m] + NADH[m] + O2[m] => calcitetrol[m] + H2O[m] + NAD+[m],Vitamin D metabolism,ENSG00000019186,
HMR_2142,0,1000,0,calcitetrol[c] + H+[c] + NADPH[c] + O2[c] => 24-oxo-1alpha;25-dihydroxyvitamin D3[c] + 2 H2O[c] + NADP+[c],Vitamin D metabolism,ENSG00000119723 or ENSG00000130649 or ENSG00000145476,
HMR_2143,0,1000,0,calcitetrol[m] + H+[m] + NADPH[m] + O2[m] => 24-oxo-1alpha;25-dihydroxyvitamin D3[m] + 2 H2O[m] + NADP+[m],Vitamin D metabolism,ENSG00000119723 or ENSG00000130649 or ENSG00000145476,
HMR_2144,0,1000,0,24-oxo-1alpha;25-dihydroxyvitamin D3[c] + H+[c] + NADPH[c] + O2[c] => 24-oxo-1alpha;23;25-trihydroxyvitamin D3[c] + H2O[c] + NADP+[c],Vitamin D metabolism,ENSG00000119723 or ENSG00000130649 or ENSG00000145476,
HMR_2145,0,1000,0,24-oxo-1alpha;25-dihydroxyvitamin D3[m] + H+[m] + NADPH[m] + O2[m] => 24-oxo-1alpha;23;25-trihydroxyvitamin D3[m] + H2O[m] + NADP+[m],Vitamin D metabolism,ENSG00000119723 or ENSG00000130649 or ENSG00000145476,
HMR_7996,0,1000,0,H+[m] + NADPH[m] + O2[m] + vitamin D2[m] => 25-hydroxyvitamin D2[m] + H2O[m] + NADP+[m],Vitamin D metabolism,ENSG00000135929,
HMR_7999,0,1000,0,25-hydroxyvitamin D2[m] + H+[m] + NADPH[m] + O2[m] => 24R;25-dihyoxyvitamin D2[m] + H2O[m] + NADP+[m],Vitamin D metabolism,ENSG00000019186,
HMR_8003,0,1000,0,24R;25-dihyoxyvitamin D2[m] + H+[m] + NADPH[m] + O2[m] => 1-alpha;24R;25-trihydroxyvitamin D2[m] + H2O[m] + NADP+[m],Vitamin D metabolism,,
HMR_8004,0,1000,0,25-hydroxyvitamin D2[m] + H+[m] + NADPH[m] + O2[m] => 1-alpha;25-dihydroxyvitamin D2[m] + H2O[m] + NADP+[m],Vitamin D metabolism,ENSG00000081479 and ENSG00000107611 and ENSG00000111012 and ENSG00000145321,
HMR_8005,0,1000,0,1-alpha;25-dihydroxyvitamin D2[m] + H+[m] + NADPH[m] + O2[m] => 1-alpha;24R;25-trihydroxyvitamin D2[m] + H2O[m] + NADP+[m],Vitamin D metabolism,,
HMR_8006,0,1000,0,(24R)-24;25-dihydroxycalciol[m] + H+[m] + NADPH[m] + O2[m] => calcitetrol[m] + H2O[m] + NADP+[m],Vitamin D metabolism,,
HMR_8008,0,1000,0,calcidiol[m] + H+[m] + NADPH[m] + O2[m] => calcitriol[m] + H2O[m] + NADP+[m],Vitamin D metabolism,ENSG00000081479 and ENSG00000107611 and ENSG00000111012 and ENSG00000145321,
HMR_8011,-1000,1000,0,previtamin D3[c] <=> provitamin D3[c],Vitamin D metabolism,,
HMR_8012,-1000,1000,0,lumisterol 3[c] <=> previtamin D3[c],Vitamin D metabolism,,
HMR_8013,-1000,1000,0,previtamin D3[c] <=> tachysterol 3[c],Vitamin D metabolism,,
HMR_8014,-1000,1000,0,previtamin D3[c] <=> vitamin D3[c],Vitamin D metabolism,,
HMR_6423,-1000,1000,0,alpha-tocotrienol[c] + monodehydroascorbate[c] <=> alpha-tocotrienoxyl radical[c] + ascorbate[c],Vitamin E metabolism,,
HMR_6426,0,1000,0,alpha-tocotrienol[c] + H+[c] + NADPH[c] + O2[c] => 13-hydroxy-alpha-tocotrienol[c] + H2O[c] + NADP+[c],Vitamin E metabolism,ENSG00000171903 or ENSG00000171954 or ENSG00000186115 or ENSG00000186526 or ENSG00000186529,
HMR_6427,0,1000,0,alpha-tocotrienol[r] + H+[r] + NADPH[r] + O2[r] => 13-hydroxy-alpha-tocotrienol[r] + H2O[r] + NADP+[r],Vitamin E metabolism,ENSG00000171903 or ENSG00000171954 or ENSG00000186115 or ENSG00000186526 or ENSG00000186529,
HMR_6428,0,1000,0,13-hydroxy-alpha-tocotrienol[c] + H+[c] + 2 NADPH[c] + 2 O2[c] => 13-carboxy-alpha-tocotrienol[c] + 3 H2O[c] + 2 NADP+[c],Vitamin E metabolism,ENSG00000171903 or ENSG00000171954 or ENSG00000186115 or ENSG00000186526 or ENSG00000186529,
HMR_6429,0,1000,0,13-hydroxy-alpha-tocotrienol[r] + H+[r] + 2 NADPH[r] + 2 O2[r] => 13-carboxy-alpha-tocotrienol[r] + 3 H2O[r] + 2 NADP+[r],Vitamin E metabolism,ENSG00000171903 or ENSG00000171954 or ENSG00000186115 or ENSG00000186526 or ENSG00000186529,
HMR_6432,0,1000,0,13-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] => 11-carboxy-alpha-tocotrienol[m] + AMP[m] + 2 H+[m] + NADH[m] + PPi[m] + propanoyl-CoA[m],Vitamin E metabolism,ENSG00000060971 or ENSG00000072506 or ENSG00000084754 or ENSG00000087008 or ENSG00000097021 or ENSG00000101473 or ENSG00000119673 or ENSG00000127884 or ENSG00000130304 or ENSG00000133835 or ENSG00000136881 or ENSG00000138029 or ENSG00000138796 or ENSG00000140284 or ENSG00000143554 or ENSG00000157426 or ENSG00000161533 or ENSG00000167107 or ENSG00000167114 or ENSG00000167315 or ENSG00000176715 or ENSG00000177465 or ENSG00000184227 or ENSG00000242110,
HMR_6433,0,1000,0,11-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-tocotrienol[m] + acetyl-CoA[m] + AMP[m] + 2 H+[m] + H2O2[m] + NADH[m] + PPi[m],Vitamin E metabolism,ENSG00000060971 or ENSG00000072506 or ENSG00000084754 or ENSG00000087008 or ENSG00000097021 or ENSG00000101473 or ENSG00000104325 or ENSG00000119673 or ENSG00000127884 or ENSG00000130304 or ENSG00000133835 or ENSG00000136881 or ENSG00000138029 or ENSG00000138796 or ENSG00000140284 or ENSG00000143554 or ENSG00000157426 or ENSG00000161533 or ENSG00000167107 or ENSG00000167114 or ENSG00000167315 or ENSG00000167969 or ENSG00000176715 or ENSG00000177465 or ENSG00000184227 or ENSG00000198721 or ENSG00000242110 or ENSG00000242612,
HMR_6434,0,1000,0,9-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] => 7-carboxy-alpha-tocotrienol[m] + AMP[m] + 2 H+[m] + NADH[m] + PPi[m] + propanoyl-CoA[m],Vitamin E metabolism,,
HMR_6435,0,1000,0,7-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + 2 H2O[m] + O2[m] => 5-carboxy-alpha-chromanol[m] + acetyl-CoA[m] + AMP[m] + H+[m] + H2O2[m] + PPi[m],Vitamin E metabolism,ENSG00000060971 or ENSG00000072506 or ENSG00000084754 or ENSG00000087008 or ENSG00000097021 or ENSG00000101473 or ENSG00000104325 or ENSG00000119673 or ENSG00000127884 or ENSG00000130304 or ENSG00000133835 or ENSG00000136881 or ENSG00000138029 or ENSG00000138796 or ENSG00000140284 or ENSG00000143554 or ENSG00000157426 or ENSG00000161533 or ENSG00000167107 or ENSG00000167114 or ENSG00000167315 or ENSG00000167969 or ENSG00000176715 or ENSG00000177465 or ENSG00000184227 or ENSG00000198721 or ENSG00000242110 or ENSG00000242612,
HMR_6436,0,1000,0,5-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => 3-carboxy-alpha-chromanol[m] + AMP[m] + 2 H+[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m],Vitamin E metabolism,ENSG00000060971 or ENSG00000072506 or ENSG00000084754 or ENSG00000087008 or ENSG00000097021 or ENSG00000101473 or ENSG00000119673 or ENSG00000127884 or ENSG00000130304 or ENSG00000133835 or ENSG00000136881 or ENSG00000138029 or ENSG00000138796 or ENSG00000140284 or ENSG00000143554 or ENSG00000157426 or ENSG00000161533 or ENSG00000167107 or ENSG00000167114 or ENSG00000167315 or ENSG00000176715 or ENSG00000177465 or ENSG00000184227 or ENSG00000242110,
HMR_6441,0,1000,0,gamma-tocotrienol[c] + H+[c] + NADPH[c] + O2[c] => 13-hydroxy-gamma-tocotrienol[c] + H2O[c] + NADP+[c],Vitamin E metabolism,ENSG00000171903 or ENSG00000171954 or ENSG00000186115 or ENSG00000186526 or ENSG00000186529,
